earnings,earnings.top,male,over65,white,immig,educ_r,workmos,workhrs.top,any.ssi,any.welfare,any.charity
18.5,18.5,1,0,0,1,1,12,40,0,0,0
100,100,0,0,1,0,2,12,40,0,0,0
69,69,0,0,0,0,3,12,40,0,0,0
47,47,0,0,0,0,3,12,40,0,0,0
60,60,1,0,1,1,4,12,40,0,0,0
12,12,0,0,0,1,1,12,40,0,0,0
70,70,0,0,1,0,4,12,40,0,0,0
67,67,0,0,0,1,3,12,40,0,0,0
95,95,0,0,1,0,4,12,40,0,0,0
26.88,26.88,0,0,0,0,2,12,30,1,0,0
24,24,0,0,0,1,2,12,40,0,0,0
0,0,1,0,0,0,1,0,0,0,1,0
28,28,0,0,1,0,3,12,37,0,0,0
34,34,0,0,0,0,3,12,40,0,0,0
560,100,1,0,0,0,4,12,40,0,0,0
21,21,0,0,0,1,4,4,40,0,0,1
40,40,0,0,0,1,2,12,40,0,0,0
150,100,1,0,0,1,4,12,40,0,0,0
52,52,0,0,0,0,1,12,40,0,0,0
NA,NA,1,0,0,1,4,12,40,0,0,0
70,70,1,0,0,1,4,12,37,0,0,0
70,70,0,0,0,1,1,12,40,0,0,0
14,14,0,0,0,0,2,6,32,0,0,0
12,12,1,0,0,1,2,8,40,0,0,0
23.7,23.7,0,0,0,0,1,12,40,0,0,0
6.96,6.96,0,0,0,1,1,2,40,0,0,0
0,0,0,0,0,1,1,0,0,0,1,0
105,100,1,0,0,0,2,12,9,0,0,0
0,0,0,0,0,0,1,0,0,1,1,0
175,100,0,0,0,0,4,12,40,0,0,0
32,32,1,0,0,0,3,12,40,0,0,0
7.5,7.5,0,0,0,1,2,11,40,0,1,0
NA,NA,1,0,0,1,1,11,40,0,0,0
18,18,0,0,0,1,2,12,40,0,0,0
54.8,54.8,1,0,0,0,2,12,40,0,0,0
18,18,0,0,0,0,2,12,40,0,0,0
14.4,14.4,1,0,0,0,2,6,40,0,1,0
52.5,52.5,0,0,1,0,3,12,40,0,0,0
70,70,0,0,1,0,4,12,40,0,0,0
NA,NA,0,0,0,1,1,12,40,0,0,0
124,100,1,0,0,1,4,12,40,0,0,0
80,80,0,0,0,1,4,12,27,0,0,0
66,66,0,0,0,0,3,12,40,0,0,0
NA,NA,1,0,0,1,3,12,35,0,0,0
40,40,1,0,1,0,4,7,35,0,0,0
18,18,0,0,0,1,2,12,40,0,0,1
17.5,17.5,1,0,0,0,1,12,40,0,0,0
7.5,7.5,0,0,0,1,2,11,24,0,0,0
NA,NA,1,0,0,1,2,6,40,0,0,0
NA,NA,1,0,1,0,4,12,40,0,0,0
50,50,0,0,1,0,2,12,40,0,0,0
80,80,0,0,0,1,3,12,40,0,0,0
31.7,31.7,0,0,0,0,4,12,37,0,0,0
30,30,0,0,0,1,3,12,40,0,0,0
NA,NA,0,0,1,0,4,12,40,0,0,0
56,56,0,0,0,0,3,12,40,0,0,0
NA,NA,0,0,0,0,4,10,34,0,0,0
NA,NA,1,0,0,1,3,7,40,0,0,0
0,0,0,0,0,0,2,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0
46,46,1,0,0,1,1,11,40,0,0,0
0,0,0,0,0,1,3,0,0,0,0,0
0,0,1,0,0,0,2,0,0,0,0,0
58,58,0,0,0,0,3,12,40,0,0,0
0,0,1,0,0,0,2,0,0,0,0,0
0,0,0,1,1,0,2,0,0,0,0,0
31,31,1,0,0,1,3,12,40,0,0,0
75,75,0,0,0,1,3,12,40,0,0,0
47.5,47.5,0,0,0,0,2,12,40,0,0,0
79,79,0,0,1,1,3,12,40,0,0,0
7.2,7.2,0,0,0,1,4,12,40,0,1,0
80,80,0,0,1,0,4,12,40,0,0,0
98,98,1,0,1,1,4,10,40,0,0,0
9,9,0,0,0,1,4,12,40,0,0,0
124,100,0,0,0,1,2,12,36,0,0,0
43,43,0,0,0,0,4,12,40,0,0,0
16.8,16.8,0,0,0,1,1,12,40,0,0,0
250,100,1,0,1,0,3,12,40,0,0,0
NA,NA,1,0,0,0,1,12,40,0,0,0
75,75,0,0,0,0,4,12,40,0,0,0
1.58,1.58,0,0,0,1,1,6,40,0,0,0
23,23,0,0,0,0,3,12,37,0,0,0
NA,NA,0,0,0,1,4,12,40,0,0,0
700,100,0,0,1,0,4,12,40,0,0,0
30,30,0,0,1,1,3,12,40,0,0,0
95,95,1,0,1,0,4,11,37,0,0,0
26,26,0,0,0,0,2,11,40,0,0,1
100,100,1,0,0,1,4,12,40,0,0,0
NA,NA,0,0,0,1,1,12,35,0,0,0
NA,NA,0,0,1,0,2,12,40,0,0,0
55,55,0,0,1,0,3,12,40,0,0,0
215,100,0,0,1,0,4,12,40,0,0,0
30,30,0,0,0,0,3,12,37,0,0,0
48,48,0,0,0,0,2,12,40,0,0,0
80,80,1,0,0,0,2,12,40,0,0,0
0,0,0,0,0,0,4,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,1,0
45,45,0,0,0,0,3,12,35,0,0,0
25,25,1,0,0,1,4,12,40,0,0,0
85,85,0,0,0,0,2,12,40,0,0,0
45,45,0,0,0,1,4,10,36,0,0,0
85,85,0,0,0,1,2,12,40,0,0,0
0,0,0,0,0,0,3,0,0,0,0,0
NA,NA,0,0,1,0,3,12,40,0,0,0
27.5,27.5,0,0,0,1,4,12,40,0,0,0
11,11,0,0,0,0,2,12,15,0,1,0
NA,NA,0,0,0,1,1,10,40,0,0,0
0,0,0,0,1,0,3,0,0,0,0,0
15,15,0,0,0,1,2,12,40,0,0,0
16.3,16.3,0,0,0,1,1,12,40,0,0,0
0,0,0,0,0,1,2,0,0,0,1,1
15,15,0,0,0,0,1,2,20,0,1,0
71,71,0,0,0,1,3,12,40,0,0,0
NA,NA,0,0,1,0,3,12,40,0,0,0
130,100,1,0,1,0,4,12,40,0,0,0
130,100,0,0,0,0,4,12,37,0,0,0
2.4,2.4,0,0,0,0,4,11,8,0,0,0
72,72,0,0,0,1,4,12,40,0,0,0
52.5,52.5,0,0,0,0,2,12,37,0,0,0
0,0,1,0,0,0,1,0,0,0,0,0
20,20,0,0,0,0,2,10,20,0,0,0
15,15,1,0,0,1,2,12,40,0,0,0
53,53,0,0,0,1,4,12,40,0,0,0
32.5,32.5,1,0,0,0,4,12,35,1,0,0
23.52,23.52,1,0,0,1,1,10,40,0,0,0
NA,NA,0,0,1,0,4,12,40,0,0,0
62.5,62.5,0,0,0,1,2,12,40,0,0,0
76,76,0,0,1,0,4,12,40,0,0,0
NA,NA,0,0,0,0,2,12,20,0,0,0
10,10,0,0,1,0,2,12,26,1,0,0
0,0,0,0,0,0,1,0,0,1,0,0
137,100,0,0,1,0,4,12,40,0,0,0
34,34,0,0,0,0,3,12,35,0,0,0
250,100,0,0,1,0,4,12,40,0,0,0
140,100,0,0,0,0,3,12,40,0,0,0
80,80,0,0,0,0,4,12,40,0,0,0
0,0,0,0,0,1,2,0,0,0,1,0
12.5,12.5,0,0,0,1,1,12,32,0,0,0
17,17,1,0,0,1,1,10,11,0,0,0
45,45,0,0,1,0,4,12,40,0,0,0
8.5,8.5,1,0,0,1,2,12,40,0,0,0
1.2,1.2,0,0,0,1,1,11,40,0,0,0
36,36,1,0,0,1,2,12,40,0,0,0
37,37,0,0,0,0,2,12,40,0,0,0
0,0,0,0,0,1,1,0,0,0,0,0
55.4,55.4,0,0,1,0,3,12,40,0,0,0
200,100,0,0,1,0,4,12,40,0,0,0
NA,NA,1,0,1,0,4,12,25,0,0,0
40.5,40.5,0,0,0,0,3,12,40,0,0,0
36,36,0,0,0,0,4,12,35,0,0,0
70,70,0,0,0,0,3,12,40,0,0,0
NA,NA,0,0,1,0,4,12,10,0,0,0
25,25,1,0,0,0,1,12,40,0,0,0
NA,NA,0,0,0,0,3,12,40,0,0,0
72,72,1,0,0,0,4,12,40,0,0,0
100,100,0,0,1,0,2,12,40,0,0,0
0,0,1,0,1,0,2,0,0,0,0,0
7.2,7.2,0,0,0,1,1,12,40,0,0,0
28.8,28.8,1,0,0,1,2,12,40,0,0,0
3.84,3.84,0,0,0,1,3,12,40,0,0,0
18.5,18.5,0,0,0,0,2,12,40,0,0,0
NA,NA,0,0,0,0,1,12,40,0,0,0
25,25,0,0,0,0,3,12,40,0,0,0
72.5,72.5,0,0,0,1,3,12,40,0,0,0
0,0,0,1,0,0,3,0,0,0,0,0
125,100,1,0,0,0,3,12,40,0,0,0
43,43,1,1,1,0,2,12,40,0,0,0
190,100,1,0,1,0,4,12,40,0,0,0
0,0,0,0,1,0,4,0,0,0,0,0
22,22,1,0,1,1,4,12,40,0,0,0
11,11,0,0,0,1,1,12,33,0,0,0
112,100,0,0,1,1,4,12,40,0,0,0
100,100,0,0,0,1,4,12,40,0,0,0
81.8,81.8,0,0,0,1,4,12,40,0,0,0
17.6,17.6,1,0,0,1,1,11,40,0,0,0
121.016,100,0,0,0,0,2,12,40,0,0,0
NA,NA,0,0,0,0,3,12,40,0,0,0
48,48,1,0,0,0,3,12,35,0,0,0
50,50,0,0,0,1,3,12,40,0,0,0
28.8,28.8,0,0,0,1,1,12,40,0,0,0
50,50,1,0,0,1,2,12,36,0,0,0
42,42,1,0,0,1,3,12,38,0,0,0
43,43,1,0,0,0,3,12,40,0,0,0
11,11,0,0,0,0,2,12,40,0,0,0
28.32,28.32,0,0,0,1,4,12,40,0,0,0
NA,NA,1,0,1,1,4,11,30,0,0,0
16,16,0,0,0,1,4,12,40,0,0,0
17.5,17.5,0,0,0,1,3,12,40,0,0,0
24,24,1,0,1,0,3,6,25,0,0,0
74,74,0,0,0,0,2,12,35,0,0,0
100,100,1,0,1,0,4,12,40,0,0,0
54.912,54.912,0,0,0,1,3,12,40,0,0,0
35,35,0,0,0,1,1,10,40,0,0,0
115,100,1,0,0,0,3,9,40,0,0,0
10,10,1,0,0,0,2,4,38,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0
33,33,0,0,0,0,2,12,5,0,0,0
130,100,0,0,1,0,4,12,40,0,0,0
NA,NA,0,0,1,0,2,12,40,0,0,0
0,0,0,0,1,1,3,0,0,0,0,0
NA,NA,0,0,0,1,3,6,35,0,0,0
0,0,1,0,0,1,4,0,0,0,0,0
0,0,0,0,0,1,4,0,0,1,0,0
74,74,0,0,0,0,3,11,40,0,0,0
0,0,0,0,0,0,2,0,0,0,0,0
NA,NA,0,0,1,0,4,12,40,0,0,0
17.5,17.5,0,0,1,0,1,12,30,0,1,0
35,35,0,0,0,0,3,12,40,0,0,0
NA,NA,0,0,0,0,2,10,30,0,0,0
68.5,68.5,1,0,0,1,3,12,40,0,0,0
35,35,0,0,0,1,4,12,12,1,0,0
19.5,19.5,1,0,0,1,2,10,40,0,0,0
NA,NA,0,0,0,1,3,11,40,0,0,0
9.6,9.6,0,0,0,1,1,12,40,0,0,0
133,100,0,0,0,0,3,12,40,0,0,0
22,22,0,0,0,1,2,12,40,0,0,0
17.5,17.5,1,0,0,1,2,9,40,0,0,0
10,10,1,0,0,1,1,7,40,0,0,0
230,100,0,0,1,0,4,12,40,0,0,0
295,100,1,0,1,0,4,12,40,0,0,0
NA,NA,1,0,1,0,4,12,40,0,0,0
31.5,31.5,0,0,0,1,3,12,40,0,0,0
40,40,0,0,0,1,2.5,12,40,0,0,0
25,25,1,0,0,1,2,8,40,0,0,0
17.92,17.92,0,0,0,1,1,12,40,0,0,0
23.5,23.5,0,0,0,1,4,9,40,0,0,0
17.5,17.5,0,0,0,1,3,12,40,0,0,0
0,0,0,0,0,1,1,0,0,0,1,0
32.5,32.5,0,0,0,1,3,12,40,0,0,0
48,48,0,0,0,0,1,12,40,0,0,0
244.8,100,0,0,0,0,2,12,35,0,0,0
NA,NA,0,0,0,0,3,12,40,0,1,0
71.4,71.4,0,0,0,1,2,7,40,0,0,0
NA,NA,0,0,0,0,2,12,40,0,0,0
NA,NA,0,0,1,0,2,10,20,0,0,0
72,72,1,0,0,0,3,12,40,0,0,0
50,50,1,0,0,1,4,12,40,0,0,0
41,41,0,0,0,0,2,12,35,0,0,0
65,65,1,0,1,0,3,12,40,0,0,0
70,70,0,0,1,0,2,12,40,0,0,0
115,100,1,0,1,1,4,12,40,0,0,0
10.08,10.08,0,0,0,1,2,12,38,0,1,0
225,100,0,0,1,0,4,12,40,0,0,0
79,79,0,0,1,0,3,12,40,0,0,0
140,100,0,0,0,1,4,12,40,0,0,0
15,15,0,0,1,0,3,12,40,0,0,0
2.687,2.687,0,0,0,1,2,4,26,0,1,0
17,17,0,0,1,1,3,9,40,0,0,0
0,0,0,0,0,1,1,0,0,0,0,0
125,100,1,0,1,0,4,12,40,0,0,0
0,0,1,0,0,0,1,0,0,1,1,1
15,15,1,0,0,1,1,12,40,0,0,0
175,100,0,0,0,0,4,12,40,0,0,0
35,35,1,0,0,1,3,12,35,0,0,0
110,100,0,0,1,0,4,12,40,0,0,0
7,7,1,0,0,1,2,7,35,0,0,0
NA,NA,0,0,1,0,4,12,40,0,0,0
0,0,0,0,0,1,1,0,0,1,0,0
10,10,0,0,0,0,2,12,30,0,0,0
NA,NA,0,0,0,1,3,8,40,0,0,0
25,25,0,0,0,0,3,12,35,0,0,0
0,0,1,0,1,0,4,0,0,0,0,0
0,0,0,0,0,0,2,0,0,1,0,0
0,0,0,0,0,0,2,0,0,1,1,0
60,60,0,0,1,1,4,12,40,0,0,0
14.6,14.6,1,0,0,1,2,12,40,0,0,0
NA,NA,0,0,1,0,4,10,35,0,0,0
100,100,1,0,1,0,4,12,40,0,0,0
25,25,1,0,0,0,1,12,40,0,0,0
92,92,0,0,0,1,4,12,35,0,0,0
127,100,1,0,1,0,4,12,35,0,0,0
70,70,0,0,0,0,3,12,40,0,0,0
NA,NA,0,0,0,0,2,12,40,0,0,0
68,68,0,0,0,1,4,12,40,0,0,0
47,47,0,0,0,0,2,12,40,0,0,0
18,18,1,0,0,1,3,8,40,0,0,0
11.04,11.04,0,0,0,1,1,12,40,0,0,0
19.5,19.5,0,0,0,0,2,12,40,0,0,0
105,100,1,0,1,0,4,12,35,0,0,0
28,28,0,0,0,0,3,12,40,0,0,0
53,53,1,0,0,1,3,12,40,0,0,0
7.5,7.5,1,0,0,1,1,10,40,0,0,0
105,100,1,0,0,1,4,12,40,0,0,0
NA,NA,1,0,0,0,3,12,40,0,0,0
90,90,1,0,1,0,4,12,40,0,0,0
7.5,7.5,0,0,0,1,1,6,12,0,0,0
4.8,4.8,0,0,0,1,2,6,25,0,1,0
0,0,0,1,0,0,2,0,0,0,0,0
150,100,1,0,1,0,3,6,20,0,0,0
40,40,0,0,1,0,2,12,40,1,0,0
0,0,0,0,0,1,1,0,0,1,0,0
26,26,0,0,0,0,3,12,40,0,0,0
35.9,35.9,0,0,0,0,3,12,40,0,0,0
55,55,1,0,0,0,4,12,35,0,0,0
NA,NA,0,0,1,0,4,12,40,0,0,0
13,13,0,0,0,1,1,8,40,0,0,0
25,25,0,0,0,1,3,12,28,0,0,0
100,100,0,0,1,1,4,12,40,0,0,0
NA,NA,0,0,1,0,4,12,40,0,0,0
31.3,31.3,0,0,0,1,1,12,40,0,0,0
22.5,22.5,0,0,0,0,3,12,35,0,0,0
2.7,2.7,0,0,0,0,2,3,25,0,1,0
3,3,0,0,0,1,1,4,40,0,0,0
50,50,0,0,0,1,4,11,40,0,0,0
200,100,1,0,1,0,1,12,40,0,0,0
24,24,0,0,0,0,4,12,40,0,0,0
18,18,1,0,0,0,2,12,40,0,0,0
68,68,0,0,0,0,3,12,40,0,0,0
31.5,31.5,0,0,1,0,3,12,40,0,0,0
12.5,12.5,1,0,0,1,1,11,40,0,0,0
37.5,37.5,0,0,0,1,2,12,40,0,0,0
42.6,42.6,0,0,0,1,2,12,40,0,0,0
22,22,0,0,0,1,1,7,40,0,0,0
105,100,1,0,0,1,3,12,35,0,0,0
30,30,0,0,0,0,3,12,40,0,0,0
64,64,0,0,0,0,3,12,40,0,0,0
0.5,0.5,0,0,0,0,2,3,40,0,1,0
46,46,0,0,0,0,3,12,40,0,0,0
4.32,4.32,0,0,0,1,2,6,40,0,0,0
105,100,0,0,0,0,3,12,40,0,0,0
99,99,1,0,0,1,3,12,40,0,0,0
75,75,0,0,0,0,3,12,40,0,0,0
0,0,0,0,0,0,2,0,0,0,0,0
NA,NA,0,0,0,1,4,12,40,0,0,0
12,12,0,0,0,1,3,11,37,0,0,0
78,78,0,0,0,1,3,12,35,0,0,0
NA,NA,0,0,0,1,2,11,40,0,0,0
30,30,0,0,0,1,4,8,35,0,0,0
NA,NA,1,0,1,0,4,12,40,0,0,0
91,91,1,0,0,1,3,12,40,0,0,0
70,70,0,0,0,0,2,12,40,0,0,0
35,35,1,0,0,0,3,12,40,0,0,0
105,100,1,0,1,0,4,12,40,0,0,0
0,0,0,0,0,1,1,0,0,0,1,0
28,28,0,0,1,1,3,12,35,0,0,0
16.9,16.9,0,0,0,1,2,12,40,0,0,0
0,0,0,0,0,0,2,0,0,0,0,0
105,100,0,0,0,0,4,12,40,0,0,0
NA,NA,0,0,0,0,2,6,40,0,1,0
111,100,0,0,0,0,3,12,35,0,0,0
56,56,0,0,0,0,3,12,40,0,0,0
7,7,1,0,0,1,3,12,40,0,0,0
18.5,18.5,1,0,0,1,1,9,40,0,0,0
26,26,0,0,0,0,2,12,40,0,0,0
14.448,14.448,1,0,0,0,3,12,40,0,0,0
30,30,0,0,0,1,3,12,40,0,0,0
19.2,19.2,0,0,0,1,1,12,40,0,0,0
0,0,0,0,0,1,1,0,0,0,1,0
70,70,1,0,0,0,2,12,40,0,0,0
17.5,17.5,0,0,1,0,2,12,40,0,0,0
42,42,0,0,1,0,2,12,40,0,0,0
23.2,23.2,0,0,0,1,2,9,40,0,0,0
100,100,1,0,1,1,3,12,35,0,0,0
40,40,0,0,0,1,4,12,35,0,0,0
12.5,12.5,1,0,0,1,1,8,40,0,0,0
12.5,12.5,0,0,0,0,3,6,20,0,0,0
36,36,1,0,0,1,2,8,40,0,0,0
100,100,1,0,0,0,4,12,40,0,0,0
0,0,1,0,0,1,1,0,0,0,0,0
64,64,0,0,0,1,3,12,40,0,0,0
43,43,0,0,0,1,3,12,35,0,0,0
110,100,0,0,0,0,3,12,40,0,0,0
100,100,1,0,1,0,4,12,40,0,0,0
0,0,1,0,0,0,3,0,0,0,0,0
NA,NA,0,0,0,0,4,12,30,0,0,0
0,0,1,1,1,0,3,0,0,0,0,0
74.5,74.5,1,0,1,0,4,12,40,0,0,0
124,100,1,0,1,0,4,12,40,0,0,0
45,45,0,0,0,0,4,12,40,0,0,0
13.5,13.5,0,0,1,0,2,12,20,0,0,0
70,70,0,0,1,0,3,10,40,0,0,0
0,0,0,0,1,0,4,0,0,0,0,0
NA,NA,0,0,1,1,1,12,35,0,0,0
91,91,0,0,0,0,4,12,40,0,0,0
80,80,1,0,0,0,3,12,40,0,0,0
NA,NA,0,0,0,1,3,12,20,0,1,0
10,10,0,0,1,0,2,10,20,0,0,0
NA,NA,1,0,1,0,3,12,40,0,0,0
21.6,21.6,1,0,0,0,2,12,40,0,0,0
NA,NA,0,0,1,1,1,12,40,0,0,0
510,100,0,0,1,1,4,12,40,0,0,0
26.4,26.4,0,0,0,1,1,12,40,0,0,0
82,82,0,0,0,0,4,12,40,0,0,0
